Time	Channel A	Channel B	Channel C
(us)	(V)	(V)	(V)

-45.01138335	0.00000000	0.00000000	0.00000000
-45.00738335	0.00000000	0.00000000	0.00000000
-45.00338335	0.00000000	0.00000000	0.00000000
-44.99938335	0.00000000	0.00000000	0.00000000
-44.99538335	0.00000000	0.00000000	0.00000000
-44.99138335	0.00000000	0.00000000	0.00000000
-44.98738335	0.00000000	0.00000000	0.00000000
-44.98338335	0.00000000	0.00000000	0.00000000
-44.97938335	0.00000000	0.00000000	0.00000000
-44.97538335	0.00000000	0.00000000	0.00000000
-44.97138335	0.00000000	0.00000000	0.00000000
-44.96738335	0.00000000	0.00000000	0.00000000
-44.96338335	0.00000000	0.00000000	0.00000000
-44.95938335	0.00000000	0.00000000	0.00000000
-44.95538335	0.00000000	0.00000000	0.00000000
-44.95138335	0.00000000	0.00000000	0.00000000
-44.94738335	0.00000000	0.00000000	0.00000000
-44.94338335	0.00000000	0.00000000	0.00000000
-44.93938335	0.00000000	0.00000000	0.00000000
-44.93538335	0.00000000	0.00000000	0.00000000
-44.93138335	0.00000000	0.00000000	0.00000000
-44.92738335	0.00000000	0.00000000	0.00000000
-44.92338335	0.00000000	0.00000000	0.00000000
-44.91938335	0.00000000	0.00000000	0.00000000
-44.91538336	0.00000000	0.00000000	0.00000000
-44.91138336	0.00000000	0.00000000	0.00000000
-44.90738336	0.00000000	0.00000000	0.00000000
-44.90338336	0.00000000	0.00000000	0.00000000
-44.89938336	0.00000000	0.00000000	0.00000000
-44.89538336	0.00000000	0.00000000	0.00000000
-44.89138336	0.00000000	0.00000000	0.00000000
-44.88738336	0.00000000	0.00000000	0.00000000
-44.88338336	0.00000000	0.00000000	0.00000000
-44.87938336	0.00000000	0.00000000	0.00000000
-44.87538336	0.00000000	0.00000000	0.00000000
-44.87138336	0.00000000	0.00000000	0.00000000
-44.86738336	0.00000000	0.00000000	0.00000000
-44.86338336	0.00000000	0.00000000	0.00000000
-44.85938336	0.00000000	0.00000000	0.00000000
-44.85538336	0.00000000	0.00000000	0.00000000
-44.85138336	0.00000000	0.00000000	0.00000000
-44.84738336	0.00000000	0.00000000	0.00000000
-44.84338336	0.00000000	0.00000000	0.00000000
-44.83938336	0.00000000	0.00000000	0.00000000
-44.83538336	0.00000000	0.00000000	0.00000000
-44.83138336	0.00000000	0.00000000	0.00000000
-44.82738336	0.00000000	0.00000000	0.00000000
-44.82338336	0.00000000	0.00000000	0.00000000
-44.81938336	0.00000000	0.00000000	0.00000000
-44.81538336	0.00000000	0.00000000	0.00000000
-44.81138336	0.00000000	0.00000000	0.00000000
-44.80738336	0.00000000	0.00000000	0.00000000
-44.80338336	0.00000000	0.00000000	0.00000000
-44.79938336	0.00000000	0.00000000	0.00000000
-44.79538336	0.00000000	0.00000000	0.00000000
-44.79138336	0.00000000	0.00000000	0.00000000
-44.78738336	0.00000000	0.00000000	0.00000000
-44.78338336	0.00000000	0.00000000	0.00000000
-44.77938336	0.00000000	0.00000000	0.00000000
-44.77538336	0.00000000	0.00000000	0.00000000
-44.77138336	0.00000000	0.00000000	0.00000000
-44.76738336	0.00000000	0.00000000	0.00000000
-44.76338336	0.00000000	0.00000000	0.00000000
-44.75938336	0.00000000	0.00000000	0.00000000
-44.75538336	0.00000000	0.00000000	0.00000000
-44.75138336	0.00000000	0.00000000	0.00000000
-44.74738336	0.00000000	0.00000000	0.00000000
-44.74338336	0.00000000	0.00000000	0.00000000
-44.73938336	0.00000000	0.00000000	0.00000000
-44.73538336	0.00000000	0.00000000	0.00000000
-44.73138336	0.00000000	0.00000000	0.00000000
-44.72738336	0.00000000	0.00000000	0.00000000
-44.72338336	0.00000000	0.00000000	0.00000000
-44.71938336	0.00000000	0.00000000	0.00000000
-44.71538336	0.00000000	0.00000000	0.00000000
-44.71138336	0.00000000	0.00000000	0.00000000
-44.70738336	0.00000000	0.00000000	0.00000000
-44.70338336	0.00000000	0.00000000	0.00000000
-44.69938336	0.00000000	0.00000000	0.00000000
-44.69538336	0.00000000	0.00000000	0.00000000
-44.69138336	0.00000000	0.00000000	0.00000000
-44.68738336	0.00000000	0.00000000	0.00000000
-44.68338336	0.00000000	0.00000000	0.00000000
-44.67938336	0.00000000	0.00000000	0.00000000
-44.67538336	0.00000000	0.00000000	0.00000000
-44.67138336	0.00000000	0.00000000	0.00000000
-44.66738336	0.00000000	0.00000000	0.00000000
-44.66338336	0.00000000	0.00000000	0.00000000
-44.65938336	0.00000000	0.00000000	0.00000000
-44.65538336	0.00000000	0.00000000	0.00000000
-44.65138336	0.00000000	0.00000000	0.00000000
-44.64738336	0.00000000	0.00000000	0.00000000
-44.64338336	0.00000000	0.00000000	0.00000000
-44.63938336	0.00000000	0.00000000	0.00000000
-44.63538336	0.00000000	0.00000000	0.00000000
-44.63138336	0.00000000	0.00000000	0.00000000
-44.62738336	0.00000000	0.00000000	0.00000000
-44.62338336	0.00000000	0.00000000	0.00000000
-44.61938336	0.00000000	0.00000000	0.00000000
-44.61538336	0.00000000	0.00000000	0.00000000
-44.61138336	0.00000000	0.00000000	0.00000000
-44.60738336	0.00000000	0.00000000	0.00000000
-44.60338336	0.00000000	0.00000000	0.00000000
-44.59938336	0.00000000	0.00000000	0.00000000
-44.59538336	0.00000000	0.00000000	0.00000000
-44.59138336	0.00000000	0.00000000	0.00000000
-44.58738336	0.00000000	0.00000000	0.00000000
-44.58338336	0.00000000	0.00000000	0.00000000
-44.57938336	0.00000000	0.00000000	0.00000000
-44.57538336	0.00000000	0.00000000	0.00000000
-44.57138336	0.00000000	0.00000000	0.00000000
-44.56738336	0.00000000	0.00000000	0.00000000
-44.56338336	0.00000000	0.00000000	0.00000000
-44.55938337	0.00000000	0.00000000	0.00000000
-44.55538337	0.00000000	0.00000000	0.00000000
-44.55138337	0.00000000	0.00000000	0.00000000
-44.54738337	0.00000000	0.00000000	0.00000000
-44.54338337	0.00000000	0.00000000	0.00000000
-44.53938337	0.00000000	0.00000000	0.00000000
-44.53538337	0.00000000	0.00000000	0.00000000
-44.53138337	0.00000000	0.00000000	0.00000000
-44.52738337	0.00000000	0.00000000	0.00000000
-44.52338337	0.00000000	0.00000000	0.00000000
-44.51938337	0.00000000	0.00000000	0.00000000
-44.51538337	0.00000000	0.00000000	0.00000000
-44.51138337	0.00000000	0.00000000	0.00000000
-44.50738337	0.00000000	0.00000000	0.00000000
-44.50338337	0.00000000	0.00000000	0.00000000
-44.49938337	0.00000000	0.00000000	0.00000000
-44.49538337	0.00000000	0.00000000	0.00000000
-44.49138337	0.00000000	0.00000000	0.00000000
-44.48738337	0.00000000	0.00000000	0.00000000
-44.48338337	0.00000000	0.00000000	0.00000000
-44.47938337	0.00000000	0.00000000	0.00000000
-44.47538337	0.00000000	0.00000000	0.00000000
-44.47138337	0.00000000	0.00000000	0.00000000
-44.46738337	0.00000000	0.00000000	0.00000000
-44.46338337	0.00000000	0.00000000	0.00000000
-44.45938337	0.00000000	0.00000000	0.00000000
-44.45538337	0.00000000	0.00000000	0.00000000
-44.45138337	0.00000000	0.00000000	0.00000000
-44.44738337	0.00000000	0.00000000	0.00000000
-44.44338337	0.00000000	0.00000000	0.00000000
-44.43938337	0.00000000	0.00000000	0.00000000
-44.43538337	0.00000000	0.00000000	0.00000000
-44.43138337	0.00000000	0.00000000	0.00000000
-44.42738337	0.00000000	0.00000000	0.00000000
-44.42338337	0.00000000	0.00000000	0.00000000
-44.41938337	0.00000000	0.00000000	0.00000000
-44.41538337	0.00000000	0.00000000	0.00000000
-44.41138337	0.00000000	0.00000000	0.00000000
-44.40738337	0.00000000	0.00000000	0.00000000
-44.40338337	0.00000000	0.00000000	0.00000000
-44.39938337	0.00000000	0.00000000	0.00000000
-44.39538337	0.00000000	0.00000000	0.00000000
-44.39138337	0.00000000	0.00000000	0.00000000
-44.38738337	0.00000000	0.00000000	0.00000000
-44.38338337	0.00000000	0.00000000	0.00000000
-44.37938337	0.00000000	0.00000000	0.00000000
-44.37538337	0.00000000	0.00000000	0.00000000
-44.37138337	0.00000000	0.00000000	0.00000000
-44.36738337	0.00000000	0.00000000	0.00000000
-44.36338337	0.00000000	0.00000000	0.00000000
-44.35938337	0.00000000	0.00000000	0.00000000
-44.35538337	0.00000000	0.00000000	0.00000000
-44.35138337	0.00000000	0.00000000	0.00000000
-44.34738337	0.00000000	0.00000000	0.00000000
-44.34338337	0.00000000	0.00000000	0.00000000
-44.33938337	0.00000000	0.00000000	0.00000000
-44.33538337	0.00000000	0.00000000	0.00000000
-44.33138337	0.00000000	0.00000000	0.00000000
-44.32738337	0.00000000	0.00000000	0.00000000
-44.32338337	0.00000000	0.00000000	0.00000000
-44.31938337	0.00000000	0.00000000	0.00000000
-44.31538337	0.00000000	0.00000000	0.00000000
-44.31138337	0.00000000	0.00000000	0.00000000
-44.30738337	0.00000000	0.00000000	0.00000000
-44.30338337	0.00000000	0.00000000	0.00000000
-44.29938337	0.00000000	0.00000000	0.00000000
-44.29538337	0.00000000	0.00000000	0.00000000
-44.29138337	0.00000000	0.00000000	0.00000000
-44.28738337	0.00000000	0.00000000	0.00000000
-44.28338337	0.00000000	0.00000000	0.00000000
-44.27938337	0.00000000	0.00000000	0.00000000
-44.27538337	0.00000000	0.00000000	0.00000000
-44.27138337	0.00000000	0.00000000	0.00000000
-44.26738337	0.00000000	0.00000000	0.00000000
-44.26338337	0.00000000	0.00000000	0.00000000
-44.25938337	0.00000000	0.00000000	0.00000000
-44.25538337	0.00000000	0.00000000	0.00000000
-44.25138337	0.00000000	0.00000000	0.00000000
-44.24738337	0.00000000	0.00000000	0.00000000
-44.24338337	0.00000000	0.00000000	0.00000000
-44.23938337	0.00000000	0.00000000	0.00000000
-44.23538337	0.00000000	0.00000000	0.00000000
-44.23138337	0.00000000	0.00000000	0.00000000
-44.22738337	0.00000000	0.00000000	0.00000000
-44.22338337	0.00000000	0.00000000	0.00000000
-44.21938337	0.00000000	0.00000000	0.00000000
-44.21538337	0.00000000	0.00000000	0.00000000
-44.21138337	0.00000000	0.00000000	0.00000000
